,2,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.1,0.1.1.1.1.1.1,0.1.1.1.1.1.1.1,0.1.1.1.1.1.1.1.1,0.1.1.1.1.1.1.1.1.1,0
73,,,-0.8477462766929439,-0.8001918812265302,-0.8584579589332925,-0.5798187003966169,-0.4187291045809243,-0.8247936548595775,-0.5016341558531389,-0.9542406987706016,-0.8160500168184336,-0.760991393633408
74,,,-0.8904336466992403,-0.8000144114962785,-0.8584196491016264,-0.5798231761452577,-0.4201351853800412,-0.8247752924983743,-0.5016255077209336,-0.954429697708466,-0.8161368933398669,-0.760445221467955
75,,,-0.8904242226310182,-0.7998366305533992,-0.8583813138048898,-0.5798191278137235,-0.42022640633284336,-0.8232246225790296,-0.5016168657394184,-0.956515773854824,-0.8236479946504899,-0.7624448868110343
76,,,-0.8904147978817883,-0.8022152415677549,-0.8592217294983419,-0.5755365609621862,-0.4203177444053372,-0.8232134640090961,-0.5002984517518979,-0.9567085250318752,-0.8325895714687765,-0.7624048460477164
77,,,-0.8904053724753921,-0.8020532350936123,-0.8612786559004492,-0.5755326308205622,-0.4143009113149102,-0.8232021763152094,-0.5002907034566945,-0.9568977402804799,-0.833165999455533,-0.7623647724020174
78,,,-0.8921522715247012,-0.8018909591117769,-0.8612387318061178,-0.5755366617224273,-0.41439204259306905,-0.8215486302495403,-0.5003611715062319,-0.9570797146287066,-0.833737102399807,-0.7620394135938211
79,,,-0.8921442134714541,-0.8017284133917,-0.8611987804605763,-0.5755327315095389,-0.41448333612801336,-0.8215371834349954,-0.5013014065757528,-0.9547197569359812,-0.8343026079311819,-0.7602496220579334
80,,,-0.8921361550604178,-0.8054216743121632,-0.8630625313324107,-0.5731665550361453,-0.4145747902125853,-0.8215255997350358,-0.500090972148093,-0.9548990032951348,-0.8348622408114684,-0.7602110228239554
81,,,-0.8913386059898191,-0.8052689974633898,-0.8630273476070075,-0.5731692457113964,-0.4986875517641738,-0.8187594139637476,-0.4991103454838027,-0.9550685463195236,-0.8354157235252782,-0.7601723920750386
82,,,-0.8880525528268702,-0.8051160735087524,-0.8629921416788128,-0.573166552901765,-0.7525146479507244,-0.8187496088363363,-0.4991112093914298,-0.9552261735201132,-0.8359627781790379,-0.7593298462584709
83,,,-0.8880686282906097,-0.8049629022186864,-0.8605753897897629,-0.5731692438031271,-0.7547937533516899,-0.8187396638580859,-0.5096987411658099,-0.9561423494405016,-0.8365031231046965,-0.7584788718494379
84,,,-0.8880847023139821,-0.8010702434134488,-0.8605381014365727,-0.57031211134869,-0.7596510081656863,-0.8187295786235542,-0.5096858032605676,-0.9573732013740838,-0.8370364774522382,-0.758434812962656
85,,,-0.8881007749002647,-0.8009182982744729,-0.8605007886206532,-0.570307239394097,-0.7648388534372844,-0.8170208963495459,-0.5096728501325714,-0.9575974978241492,-0.8375625604053525,-0.7587858362748973
86,,,-0.8868696271746038,-0.800766111121366,-0.8604634513357937,-0.5703119872673179,-0.7700294644277534,-0.8170130724629681,-0.5096598817891722,-0.9577754299900748,-0.8315238868344156,-0.7611271901827555
87,,,-0.8868789287184583,-0.8006136817151823,-0.8610725430147416,-0.5703071146044203,-0.7751797136884735,-0.8170051017174375,-0.5105038953978867,-0.9569431293054808,-0.8320397942272537,-0.7610847486559316
88,,,-0.8858021082128803,-0.7981328327553666,-0.8576474078069164,-0.5729866096023161,-0.7796000599646814,-0.8191411245355981,-0.5106440712738289,-0.955100657198278,-0.8325475621031218,-0.7610422634370524
89,,,-0.8858164725579978,-0.7979769679189558,-0.857611689575395,-0.5729857979941926,-0.7813485269678379,-0.8191281090725449,-0.5083132636828457,-0.9708342724318174,-0.8330469111237431,-0.7609997344661623
90,,,-0.8851148532115041,-0.7978208573793704,-0.8575759490650575,-0.5729866514819306,-0.7828981502197481,-0.8191149374921679,-0.5828787010710305,-0.9719503368449854,-0.8370930664350145,-0.7594865735297615
91,,,-0.8851104601345522,-0.7976645008889018,-0.8575401862702273,-0.5729858399385173,-0.7843185241504821,-0.8191016094097245,-0.582848451589693,-0.973007789273288,-0.8374635704717038,-0.759450202713583
92,,,-0.8909301401875794,-0.8015909455623634,-0.8542789235919114,-0.5703137606052007,-0.7856120617329215,-0.8215644979079711,-0.5828182324820037,-0.9740941460242286,-0.8378285943865933,-0.7594137805834795
93,,,-0.8908705602541481,-0.8014466692696488,-0.8542454065397688,-0.5703146572012082,-0.7868133301462067,-0.8215545927945024,-0.5827880434612766,-0.9751881621714455,-0.8381880007716354,-0.7587237788174176
94,,,-0.8908110841539468,-0.8013021766526097,-0.8542118692176223,-0.5703139266061339,-0.7879430215688383,-0.8215445343593492,-0.5840843466353022,-0.9762501083743114,-0.835457776618087,-0.7540769690785847
95,,,-0.8907922551147684,-0.801157467493899,-0.8541783116207337,-0.5703148233702354,-0.7890007489684228,-0.8269992227165783,-0.5840547075700521,-0.976520494842283,-0.8358133126078341,-0.7540342361800401
96,,,-0.8890641330337283,-0.8035393324447959,-0.8523019898850952,-0.5681729698654409,-0.7899861849854087,-0.9097367234853208,-0.5844310697748711,-0.9766535202467759,-0.8361621353008081,-0.753991456357243
97,,,-0.8890459383897019,-0.8034070619745555,-0.8522692624673119,-0.5681709678229823,-0.7908990547447933,-0.9097419648891318,-0.5868089778977681,-0.9816319883422988,-0.8365041006118913,-0.7539486295570048
98,,,-0.8890276254337225,-0.8032746020125908,-0.8522365161709227,-0.5681733083436314,-0.7917391292865631,-0.909747210716848,-0.5867798192335192,-0.9816790523520312,-0.8390595644034999,-0.7491101661642212
99,,,-0.8886049782270551,-0.80314195236961,-0.8552044288665109,-0.5681713060622137,-0.7925062195901169,-0.9097524603252538,-0.5867506807284978,-0.9816931746259344,-0.8393223682785613,-0.749070561690428
