,LM,Adam,Grad,SciPy
0,100.0,122.0,262.0,30.0
1,100.0,78.0,397.0,23.0
2,100.0,168.0,265.0,17.0
3,100.0,70.0,121.0,15.0
4,100.0,133.0,381.0,25.0
5,100.0,123.0,108.0,29.0
6,100.0,62.0,90.0,16.0
7,100.0,98.0,276.0,26.0
8,100.0,85.0,75.0,21.0
9,100.0,92.0,66.0,28.0
10,100.0,103.0,45.0,33.0
11,100.0,87.0,142.0,19.0
