,LM,Adam,Grad,SciPy
0,100.0,79.0,259.0,22.0
1,100.0,106.0,136.0,33.0
2,100.0,110.0,326.0,29.0
3,100.0,115.0,187.0,25.0
4,100.0,105.0,193.0,19.0
5,100.0,109.0,258.0,18.0
6,100.0,112.0,269.0,24.0
7,100.0,95.0,465.0,32.0
8,100.0,68.0,258.0,24.0
9,100.0,105.0,258.0,25.0
10,100.0,118.0,196.0,17.0
11,100.0,92.0,303.0,21.0
12,100.0,130.0,116.0,30.0
13,100.0,25.0,87.0,16.0
14,100.0,136.0,323.0,25.0
