,LM,Adam,Grad,SciPy
0,574.0,1120.0,3640.0,308.0
1,574.0,1498.0,1918.0,462.0
2,574.0,1554.0,4578.0,406.0
3,574.0,1624.0,2632.0,350.0
4,574.0,1484.0,2716.0,266.0
5,574.0,1540.0,3626.0,252.0
6,798.0,1582.0,3780.0,336.0
