,LM,Adam,Grad,SciPy
0,-0.248866861990416,-1.0941014750447924,-1.0940769717537242,-1.094110477583873
1,-0.10672967151298272,-0.4363731162358401,-0.436341434491046,-0.4363740793603401
2,-0.8886049782270551,-1.0940829751781678,-0.4363410693457576,-0.4363740793618938
3,-0.80314195236961,-1.0940149135641282,-1.0940770755430045,-1.0941104771915755
4,-0.8552044288665109,-1.0941085431628799,-0.4363406764121073,-0.4363740792797003
5,-0.5681713060622137,-1.0941083141226775,-0.43636788363591694,-1.0941104775853954
6,-0.7925062195901169,-0.4350704588837327,-0.4363657822566511,-0.4363740793368956
7,-0.9097524603252538,-1.0940782298409482,-1.0940775028529457,-1.0941104775190682
8,-0.5867506807284978,-1.0938259777040025,-1.094077494797824,-1.0941104775605317
9,-0.9816931746259344,-1.0935999419702895,-1.0940848517740889,-1.09411047757431
10,-0.8393223682785613,-1.094102419345807,-1.0752751762808153,-1.094110477585617
11,-0.749070561690428,-1.0938496002537903,-1.0940771795397726,-1.0941104775661743
